	comment	hahstags	Nome	Posicionamento
466	"Alegou-se que o estágio probatório de 3 anos exonerava apenas 0,2% dos candidatos. Sinal de que a pessoa que passou ANOS ESTUDANDO para ser aprovada em um concurso valoriza o cargo e as instituições públicas. A estabilidade  não é dada, ela foi conquistada pelo servidor durante o estágio.
Fim da estabilidade no serviço público é inconstitucional, abre precedente para  discriminação de raça, gênero, sexo, idade. Pensem no servidor idoso, na gestante etc. E a pressão política? #estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
467	#fimdaaposentadoriacompulsoria	[['fimdaaposentadoriacompulsoria']]	PEC 32/2020	Positivo
468	"
A estabilidade é uma garantia constitucional que existe para o bem da população. Protege, sobretudo, o cidadão, pois permite que o servidor público exerça o seu trabalho sem interferências, conforme o que determina a lei. ⁣ #estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
469	Não há pontos positivos! É uma afronta ao servidor. Projeto dotado de inconstitucionalidades! #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Positivo
470	"períodos de experiência como condição para posse. Já existe o estágio probatório pra isso.  Postergar a estabilidade é aumentar arbitrariedade por parte de ""alguns ai"". Como denunciar seu chefe que ""cometeu um crime"" ? #QUEREMOSAESTABILIDADE"	[['QUEREMOSAESTABILIDADE']]	PEC 32/2020	Negativo
471	Privilegia políticos e suas mamatas, além de dar o Plus deles interferirem no serviço público com abuso de autoridade sobre o servidor público. É retrocesso e jogada política das mais perversas. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
472	Toda a proposta é negativa,não ajudará a melhorar em nada o serviço público. # estabilidade sim	[[]]	PEC 32/2020	Negativo
473	"A garantia de Estabilidade é o que determina a nossa Constituição. Tirar o que é previsto por LEI fere nossa autonomia. que vergonha!!!!! 
#VaiTerEstabilidadeSim"	[['VaiTerEstabilidadeSim']]	PEC 32/2020	Negativo
474	Discordo totalmente se for para retirar a estabilidade e redução de salários que seja para todos os servidores do país e não como está na pec. A pec  essa vergonhosa que só prova que existe sim a distinção de classes no funcionalismo público. #estabilidadesim #respeitoaoconcurseiro	[['estabilidadesim', 'respeitoaoconcurseiro']]	PEC 32/2020	Negativo
475	O fim da estabilidade gera perseguição política, insegurança do servidor, jogada política de interesse pessoal, visando unicamente colocar os seus dentro dos órgãos públicos.  #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
476	A estabilidade garante ao servidor o pleno trabalho sem interferência de políticos e chefes. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
477	"Com uma Constituição da República rígida e um sistema inflexível já vemos o que vemos no Rio de Janeiro, Brasília, Minas Gerais e vários outros, o que dirá se esse nível de flexibilização for aprovado pelo Congresso Nacional. 
#SIMAREGULAMENTAÇÃODAAVALIAÇÃODEDESEPENHO
#INCLUIRNAREFORMADOPJUDICIÁRIOEMINISTÉRIOPÚBLICO
#NÃOAOFIMDAESTABILIDADE;
#NÃOAOALARGAMENTODOART.84/CF88;
#NÃOAOCONTRATODEEXPERIÊNCIA/TREINEE;
#NÃOASEGRAGAÇÃODECARREIRAS"	[['SIMAREGULAMENTAÇÃODAAVALIAÇÃODEDESEPENHO', 'INCLUIRNAREFORMADOPJUDICIÁRIOEMINISTÉRIOPÚBLICO', 'NÃOAOFIMDAESTABILIDADE', 'NÃOAOALARGAMENTODOART', 'NÃOAOCONTRATODEEXPERIÊNCIA', 'NÃOASEGRAGAÇÃODECARREIRAS']]	PEC 32/2020	Negativo
478	É uma brecha para intimidação dos servidores por políticos mal intencionados. Se isso já ocorre com a estabilidade (sendo que tanto nas LEIS  8112 ou 840 o que garante é o desempenho do servidor) imagina sem ela. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
479	"Cabide de emprego
Servidor sem estabilidade não denuncia irregularidades por medo de exoneração ou demissão.
Servidor efetivo trabalha para a população e não para político, haverá o contrário se a Pec for aprovada.
# ESTABILIDADE SIM
#TRAINEE NÃO 
#NÃO AMPLIAÇÃO DO ART 84 DA CF"	[['TRAINEE', 'NÃO']]	PEC 32/2020	Negativo
480	"Ampliação do ART 84 da CF ( O Presidente terá mais poderes, exemplo, extinguir órgãos e cargos (não só os vagos) ).
Servidor sem estabilidade não denunciará irregularidades por medo de represália.
Servidor estável não se submete a pressão política.
#NÃO ao Cabide de emprego
#NÃO ao FIM da ESTABILIDADE
"	[['NÃO', 'NÃO']]	PEC 32/2020	Negativo
481	Favorece a corrupção!!! Vai fazer os funcionários de cabo eleitoral! #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
482	Essa reforma administrativa fere o interesse público primário e traz prejuízos para a Administração pública aumentando a dependência política. Essa reforma violaria a impessoalidade, a moralidade e a eficiência! Não a essa reforma, #todospelaestabilidade	[['todospelaestabilidade']]	PEC 32/2020	Negativo
483	Servidores públicos precisam ter estabilidade. #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
485	"Desvaloriza serviço que é  do cidadão, principalmente 
o mais pobre. Sociedade terá prestação de serviços desprotegida sem concursados estáveis,  que sofrerão pressão de governos e chefias para atenderem os desejos de grupos políticos; Proposta dá margem para efetivar servidor por escolha do Estado, base num suposto mérito, que na verdade serão critérios subjetivos; Perseguições políticas, de ordem pessoal e o assédio moral aumentarão, sem chance de ampla defesa e contraditório;  #REFORMA JUSTA"	[['REFORMA']]	PEC 32/2020	Negativo
486	A terceirização de serviços das atividades públicas  e O fim da estabilidade...#naosaoprivilegiossaodireitosdosservidores	[['naosaoprivilegiossaodireitosdosservidores']]	PEC 32/2020	Negativo
487	ESTABILIDADE PARA ALGUMAS CARREIRAS E OUTRAS NÃO #ESTABILIDADESIM 	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
488	Estabilidade relaciona-se com o interesse público do cargo . Precisamos fortalecer órgãos de controle e corregedoria internos, além de  estruturar melhor as condições de trabalho de alguns setores . #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
489	"Servidor público concursado não racha sua remuneração, quem participa de rachadinha é servidor que ocupa cargo por indicação política. Por essas e outras que querem acabar com a estabilidade.
Vamos votar pelo Brasil. Façamos nossa parte.
Não à volta do patrimonialismo!
Não à corrupção e ao nepotismo!
#Estabilidadesim"	[['Estabilidadesim']]	PEC 32/2020	Negativo
490	"#ESTABILIDADE SIM!
#CONTRA EXTINÇÃO CARGO PÚBLICO POR DECRETO!
#CONTRA CONTRATO DE EXPERIÊNCIA!
2.	A ESTABILIDADE  é direito do ESTADO DEMOCRÁTICO DE DIREITO. NÃO É PRIVILÉGIO É UM DIREITO DEMOCRÁTICO"	[['ESTABILIDADE', 'CONTRA', 'CONTRA']]	PEC 32/2020	Negativo
491	"A reforma não abrange todas as classes de servidores públicos e somente os chamados ""barnabés "" classe dos professores e e funcionários da saúde sairiam prejudicados. Essas classes já sofrem demais ,já trabalham muito e ganham pouco ainda vão tirar um dos poucos benefícios que a classe tem que é a estabilidade. Estudamos e passamos em concursos,nada veio de graça, nos esforçamos. 
#EstabilidadeSIM
"	[['EstabilidadeSIM']]	PEC 32/2020	Negativo
492	"Só é a favor do fim da estabilidade para o servidor público quem não tem a mínima capacidade para estudar, se dedicar e ser aprovado em algum bom concurso!
#juntospelaestabilidade #estabilidadeSIM"	[['juntospelaestabilidade', 'estabilidadeSIM']]	PEC 32/2020	Negativo
493	Se vai acabar com os privilégios dos menos remunerados, que também acabe com os mais remunerados do governo. Direitos iguais para todos. #educaçao #saude.	[['educaçao', 'saude']]	PEC 32/2020	Negativo
494	estabilidade deve existir para todos os cargos estaduais municipais federais...#estabilidadesim e sempre, não deve haver contrato pra Trainee, e nem o período de 2 anos para ser efetivado. Senhoras e Senhores deve haver sim um novo jeito de reformular e garantir a reciclagem dos servidores para o serviço bem prestado, e a maior reformulação deve ser analisada pelos lideres de cada setor, o mau funcionário deve ser corrigido porem não da maneira que atinja os demais, pois trabalhamos pro Brasil m	[['estabilidadesim']]	PEC 32/2020	Negativo
495	"Acabar com a estabilidade seria uma completa desvalorização do serviço público e do servidor público, um retrocesso imensurável para toda a sociedade!
#ESTABILIDADESIM"	[['ESTABILIDADESIM']]	PEC 32/2020	Negativo
496	O fim da estabilidade é a maior covardia já vista que um deputado ou senador pode fazer com um servidor concursado.  Sem a estabilidade não é possível sonhar, pensar no futuro. É saber que vai ser demitido por perseguição política e em período de nova gestão. Sem estabilidade não há motivos para sonhar, não há motivos para viver. Quem estuda para concurso visando a estabilidade sabe as noites de sono que perde, familiares deixados de lado. #EstabilidadeSim	[['EstabilidadeSim']]	PEC 32/2020	Negativo
497	Retirar a estabilidade de alguns cargos pode levar a maior corrupção, perseguição, assédio, insegurança, apadrinhamento e volta para o patrimonialismo. É um retrocesso do serviço público! #CONTRAOFIMDAESTABILIDADENOSERVIÇOPÚBLICO #CONTRAODESMONTEDOSERVIÇOPÚBLICO #CONTRAOFIMDOCONCURSOPÚBLICO	[['CONTRAOFIMDAESTABILIDADENOSERVIÇOPÚBLICO', 'CONTRAODESMONTEDOSERVIÇOPÚBLICO', 'CONTRAOFIMDOCONCURSOPÚBLICO']]	PEC 32/2020	Negativo
498	"A estabilidade do servidor público é importante para cumprimento dos princípios que regem a Constituição Federal, principalmente o da Impessoalidade. Significa que o servidor público vai cumprir seu papel com eficiência sem depender de manipulação de um superior com desvios de poder.

#NaoÀReformaAdministrativa
#EstabilidadeSim"	[['NaoÀReformaAdministrativa', 'EstabilidadeSim']]	PEC 32/2020	Negativo
499	A estabilidade  deve ser mantida para que o servidor  possa exercer  suas funções com imparcialidade e moralidade.  A alínea d do artigo 84 da CF, também  considero muito poder nas mãos  de uma única pessoa. Uma decisão tomada pelos representantes  do povo e dos Estados é bem mais benéfica  que uma decisão unitária. #estabilidade sim	[['estabilidade']]	PEC 32/2020	Negativo
500	"Querem sensibilizar a todos liberando o aborto em caso de estupro,mas a questão é que mesmo vindo de uma situação terrível como esta, não muda o fato de que é uma nova vida que está sendo gerada. São duas vitimas para o mesmo crime, no qual não é o criminoso que está recebendo a pena de morte... Tirar o direito à vida de uma criança não deveria nem s
er discutido!  
#Revoga128"	[['Revoga128']]	PL 2893/2019	Positivo
501	A estabilidade é uma necessidade para garantir a imparcialidade dos serviço público e não um privilégio. A proposta de acabar com a estabilidade é uma porta para a influência política na atuação da administração pública! #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
502	#estabilidadesim em defesa do principio da imparcialidade e moralidade.	[['estabilidadesim']]	PEC 32/2020	Negativo
503	#fimdaestabilidadenãoooooooo!!! Quer dizer que vcs tiram a estabilidade e não vão pagar FGTS???? Quer dizer que o Presidente poderá extinguir órgaos e cargos? Fim do Forooooo privilegiado!!! Fim do Comissionado!!! Fim das rachadinhas!!! Isso sim é necessário. Servidor concursado não faz rachadinha	[['fimdaestabilidadenãoooooooo']]	PEC 32/2020	Negativo
505	"Estabilidade garante autonomia do agente para fazer o que a lei manda, e não  apenas o que o chefe deseja. Poucos sabem o quanto e difícil passar anos estudando correndo atrás do seu sonho e depois ser injustiçado e mandado embora injustamente! 
#EstabilidadeSim "	[['EstabilidadeSim']]	PEC 32/2020	Negativo
506	A lei é absurda e promove a censura do direito de livre exercício político, da livre escolha de filiação e da livre expressão de ideias. #ditaduranuncamais	[['ditaduranuncamais']]	PL 4425/2020	Negativo
507	"Só quem dá a vida, pode ceifá-la!
#abortonunca"	[['abortonunca']]	PL 2893/2019	Positivo
508	Criminalizar a discussão e aprendizado sobre diferentes regimes de governo, sejam eles totalitários ou não, só vai fazer com que as pessoas não reconheçam quando estiverem  realmente dentro de um destes regimes. A falta de liberdade de expressão e de opinião é a marca primária do totalitarismo. Bolsonaro querendo dar um ar de democracia às suas opiniões totalitárias, assim como aconteceu no passado, tanto na Alemanha nazista quanto no Stalinismo. #forabolsonaro	[['forabolsonaro']]	PL 4425/2020	Negativo
509	Se matar uma pessoa nascida é crime e assassinato, matar um bebê na barriga também!#Revoga2do128	[['Revoga2do128']]	PL 2893/2019	Positivo
510	Aborto é assassinado. Por isso aborto não é  nunca será um direito. #revoga2do128	[['revoga2do128']]	PL 2893/2019	Positivo
511	Não se deve punir (com a morte) uma pessoa inocente! Que se puna o criminoso estuprador nojento, não a mulher (que levará sequelas e traumas pela vida) e o bebê! #SalvemosAsDuasVidas 	[['SalvemosAsDuasVidas']]	PL 2893/2019	Positivo
512	"Por que não diminuiu o salários dos políticos, tiram a imunidade parlamentar, e tira as indenizações que eles têm? Essa reforma ninguém faz por que? 
#estabilidadesim"	[['estabilidadesim']]	PEC 32/2020	Negativo
513	O histórico de sangue e mortes já me basta para definir a categoria destes crimes. É crime, sempre foi, em qualquer lugar de povo com a mente sã. #ComunismoMata 	[['ComunismoMata']]	PL 4425/2020	Positivo
514	"Sou cristao catolico e sou contra o Aborto por motivo do aborto ser um crime contra um Ser humano indefeso, e que desde a concepção já tem o Dna formado, e todas as características de um humano, sem contar que somos concebido no ventre materno e Deus da aquele corpo uma alma imortal, logo toda a vida tem que ser protegida desde a concepção! 

#AbortoNãO"	[['AbortoNãO']]	PL 2893/2019	Positivo
515	#EstabilidadeSIM' 	[['EstabilidadeSIM']]	PEC 32/2020	Negativo
516	O único indivíduo que deve ser punido é o estruapdor. A criança não tem culpa e ela merece viver! E além disso o bebê não merece perder sua vida. O aborto é um assassinato! #ABORTONUNCA.	[['ABORTONUNCA']]	PL 2893/2019	Positivo
517	"O aborto é o pior crime que alguém pode cometer. Nada supera a atrocidade de esquartejar um bebê ainda no ventre da mãe e sugar os seus restos mortais para fora do útero como se fosse lixo. E a palavra ""aborto"" é apenas um eufemismo para ASSASSINATO, com o intuito de atenuar o crime hediondo. #AbortoEmHipóteseNenhuma 
#AbortoÉAssassinato
#BrasilSemAborto"	[['AbortoEmHipóteseNenhuma', 'AbortoÉAssassinato', 'BrasilSemAborto']]	PL 2893/2019	Positivo
518	E muito Fácil defender o aborto, quando você não e abortado .. #simavida #naoaoaborto ... Aborto e crime e você da sentença de morte ,quando você não pode nem se defender 🛡⚔🛡⚔🛡⚔	[['simavida', 'naoaoaborto']]	PL 2893/2019	Positivo
519	"#NãoàPECdasRachadinhas #EstabilidadeSim Os servidores não serão ""guardiões do Crivela"". Servidor público tem que atuar conforme a lei, e não conforme os caprichos de chefe indicado político. Já existe o concurso público, que é a melhor forma de selecionar os concorrentes mais bem preparados. A estabilidade é uma proteção ao serviço público, e não ao servidor. 93% dos servidores estão no Executivo, e a média salarial é de R$ 4.200. Nos municípios, 61% recebem até R$ 2.500. Não ao patrimonialismo"	[['NãoàPECdasRachadinhas', 'EstabilidadeSim']]	PEC 32/2020	Negativo
520	"O fim da estabilidade é um retrocesso! Irá pôr fim ao princípio da impessoalidade! #estabilidadesim
"	[['estabilidadesim']]	PEC 32/2020	Negativo
521	O trauma que essa mulher carregará será pro resto da vida, ninguém merece gerar o FETO que veio de tamanha violência e MORTE psicológica. Saibam vocês que estarão matando aos poucos essas mulheres. Nós não somos objetos, somos donas de nós mesmas, somos donas do nosso corpo, da nossa vida e das nossas decisões. Arranjam meios que façam a lei funcionar para estupradores mesmo que sejam ricos, já que vocês são corrompidos pelo dinheiro. #justiçaporMariBFerrer 	[['justiçaporMariBFerrer']]	PL 2893/2019	Negativo
522	"O assassinato de um bebê não vai apagar o trauma de um estupro. Vai, sim, deixar a mãe da criança com mais um trauma que é o aborto. 
Não deseja criar o bebê, seja por qual motivo for, entregue-o à doação, mas não mate um ser inocente. #abortonunca "	[['abortonunca']]	PL 2893/2019	Positivo
523	Todo ser humano deve ter sua dignidade e direito à vida respeitados e garantidos, não importa a idade. Lutemos para salvar sempre a vida do bebê e da mãe. É falácia dizer que resolveremos os problemas de pobreza social assassinando um inocente. #revoga2do128	[['revoga2do128']]	PL 2893/2019	Positivo
524	Temos que enxergar o valor inviolável,  que é a vida, em vários ângulos. O aborto é um ataque contra ela. #revoga128	[['revoga128']]	PL 2893/2019	Positivo
525	"Os homens cometem ""abortos"" à muito tempo.

#sem útero, sem opinião!

"	[['sem']]	PL 2893/2019	Negativo
526	É um retrocesso um país das dimensões do Brasil ainda manchar o seu solo com sangue de bebês inocentes. O filho não pode e não deve pagar pelo erro de outro. Salvemos as duas vidas!! #BrasilSemAborto	[['BrasilSemAborto']]	PL 2893/2019	Positivo
527	"☭☠️ VÍTIMAS DO COMUNISMO ☠️☭

China: 65 milhões
URSS: 20 milhões
Camboja: 2 milhões
Coréia do Norte: 2 milhões
Afeganistão: 1,5 milhão
Vietnã: 1 milhão
Europa Oriental: 1 milhão
América Latina: 150 mil
 
#ComunismoMata"	[['ComunismoMata']]	PL 4425/2020	Positivo
528	"Concordo plenamente! Absurdo quererem implantar o comunismo na cabeça dos jovens e adolescentes!! Aliás já estão fazendo isso né?! 
Várias escolas já tem professores petistas e comunistas! Infelizmente... 
#NAOAOCOMUNISMONASESCOLAS .. dei um exemplo das escolas porque é onde mais está tendo influência e sofrendo ideologização... Absurdo do absurdo."	[['NAOAOCOMUNISMONASESCOLAS']]	PL 4425/2020	Positivo
529	Um país que não protege a vida no seu estado mais indefeso defenderá a vida de seus outros cidadãos? Assassinato de crianças tem nome: INFANTICÍDIO!! Um bebê é o quê? Como se pode justificar o assassinato de um bebê no ventre de sua mãe, onde se supunha mais resguardado, para punir um estupro, p.ex.? Quem deve ser punido é o estuprador que cometeu o crime. Crianças não desejadas podem ser dadas à adoção. Muitos casais estão esperando ansiosos por um bebê para amar. #BRASILCONTRAOABORTO	[['BRASILCONTRAOABORTO']]	PL 2893/2019	Positivo
530	"#fim da estabilidade
o PRESIDENTE não pode extiguir órgão por decreto e nem cargos ocupado"	[['fim']]	PEC 32/2020	Negativo
531	#CriminalizaçãodoComunismoJa e nazismo sim. Comunismo assassinou muito mais do que todas as pestes na história da humanidade juntas. Comunista só tem um lugar: na cadeia. Nao tem como ser diferente!	[['CriminalizaçãodoComunismoJa']]	PL 4425/2020	Positivo
532	Gravidez por estupro é gravidez por CRIME! O sistema nervoso central somente se diferencia aos 3 meses, portanto, um aglomerado de células não significa vida até aí! #Gravidezaos10mata	[['Gravidezaos10mata']]	PL 2893/2019	Negativo
533	O fim da aposentadoria compulsória como penalidade e das férias superiores a 30 dias são os únicos pontos positivos da PEC. #essareformanao	[['essareformanao']]	PEC 32/2020	Positivo
534	"A PEC é lesiva ao interesse público e favorece a corrupção já que retira do servidor público o instrumento de garantia de sua independência funcional: a estabilidade. Também viola os princípios da impessoalidade e moralidade quando permite ampla contratação de cargos de liderança/comissionados, ou seja, os apadrinhados políticos. Outros pontos tenebrosos são a concessão de amplos poderes ao Presidente para extinguir órgãos e cargos públicos e o chamado ""contrato de experiência"". #essareformanao "	[['essareformanao']]	PEC 32/2020	Negativo
535	A lei deveria ser olhada para pessoas que fazem essas coisas horríveis. Um bebe tem o direito de viver a vida conforme Deus quer, não podemos deixar que uma lei administra a opção dela viver ou não.  #AbortoNunca	[['AbortoNunca']]	PL 2893/2019	Positivo
536	Todas as vidas importam! #assassinatoécrime	[['assassinatoécrime']]	PL 2893/2019	Positivo
537	Muito se diz que é uma vida, mas não muda o fato que ele não é uma vida até ele ter um cérebro formado, se mesmo sem ele é uma vida mesmo sendo só um amontoado de celulas, então deveremos parar ensaios científicos sobre doenças como um todo porque envolve bactérias que são seres unicelulares, mas se ter célula te torna um ser vivo, eles merecem viver, não devemos tomar remédio, pois estamos matando bactérias e vírus que são por essa lógica SERES VIVOS, #PelosDireitosDasMulheres.	[['PelosDireitosDasMulheres']]	PL 2893/2019	Negativo
538	"Servidor atende ao Estado e à população . Sem a estabilidade ficarão a mercê dos mandos e desmandos das chefias dos órgãos, que diga-se de passagem são indicados por políticos.  #estabilidadesim 
"	[['estabilidadesim']]	PEC 32/2020	Negativo
539	Apenas a mulher que sofreu a violência tem direito de decidir se quer ou não prosseguir com a gestação. #direitoaoaborto 	[['direitoaoaborto']]	PL 2893/2019	Negativo
540	Se essa PL não for aprovada,o Governo do Brasil apoiará mães que matam seus próprios filhos. #abortonao #simavida	[['abortonao', 'simavida']]	PL 2893/2019	Positivo
541	“Ah, mas a criança vai nascer pobre, orfanato não é igual Chiquititas. Vai nascer para ter uma vida miserável”. Seguindo esse raciocínio, temos o direito de matar todas as pessoas da favela que nasceram pobres. Parabéns, vc defende genocídio. #fetoéumavida #provida	[['fetoéumavida', 'provida']]	PL 2893/2019	Negativo
542	"O comunismo escravizou matou mais de 100 MILHÕES DE PESSOAS no mundo, tendo escravizado mais de UM BILHÃO de Vidas. 
#ComunismoNuncaMais"	[['ComunismoNuncaMais']]	PL 4425/2020	Positivo
543	O início se dá na concepção, e nenhum ser humano tem o dever de retirar a vida de uma pessoa inocente #revoga 128	[['revoga']]	PL 2893/2019	Positivo
545	A vida é direito inalienável e ponto final. #todasasvidasimportam	[['todasasvidasimportam']]	PL 2893/2019	Positivo
546	"Vínculo de experiência (uma verdadeira aberração), fim da estabilidade dos servidores, deixaram de fora quem realmente onera  a máquina pública (juízes, promotores etc) e favorece apadrinhamentos. Um verdadeiro absurdo ! #pecdarachadinha

"	[['pecdarachadinha']]	PEC 32/2020	Negativo
547	Não ao Aborto! Não concordo em Matar uma vida inocente. Deveriam implantar um apoio para as mulheres em caso de estrupo, caso a mulher não queria ficar com a criança tudo bem, leve para adoção. Existe várias pessoas que quer ter filhos e não consegue, ficam anos e anos na fila de adoção a espera de uma criança. # NãoAoAborto	[[]]	PL 2893/2019	Positivo
548	"Todos a favor da vida...
#ABORTONÃO "	[['ABORTONÃO']]	PL 2893/2019	Positivo
549	estado controlando o corpo da mulher...de uma mulher vítima de AGRESSÃO física e psicológica, sem ter culpa de uma gravidez FORÇADA e INDESEJADA, abalando de tal forma seu emocional e  estruturas, além de ter um impacto direto na economia do país, que já lida com milhares de CRIANÇAS em condições vulneráveis e de rua. NEM TODAS AS MULHERES (e muito menos as vítimas de ESTUPRO) QUEREM SER MÃES! #MaternidadeCompulsória #EstuproÉCrime	[['MaternidadeCompulsória', 'EstuproÉCrime']]	PL 2893/2019	Negativo
550	"Se com a Estabilidade já há tantos casos e desorem e perseguição política e gerencial, quanto mais sem esta segurança?! Seria toma lá dá cá. #Naoareformaadministrativa!
"	[['Naoareformaadministrativa']]	PEC 32/2020	Negativo
551	O Brasil tem que criminalizar essas ideologias nefastas urgentemente, isso visa até o fortalecimento de nossa democracia. #NazismoNÃO #ComunismoNão 	[['NazismoNÃO', 'ComunismoNão']]	PL 4425/2020	Positivo
552	Comunismo já MATOU MAIS DE 💯 MILHÕES DE SERES HUMANOS P MUNDO A FORA, mais que o nazismo e o fascimos juntos!!! #ComunismoMata	[['ComunismoMata']]	PL 4425/2020	Negativo
553	"Estabilidade é instrumento de trabalho necessário ao servidor público, pois possibilita a realização de um trabalho impessoal e livre de perseguições. #EstabilidadeSim #NãoaoVinculodeExperiência #NãoaExtinçãodeCargoseOrgãosporDecreto

"	[['EstabilidadeSim', 'NãoaoVinculodeExperiência', 'NãoaExtinçãodeCargoseOrgãosporDecreto']]	PEC 32/2020	Negativo
554	Não se pode tirar estabilidade do servidor público, não podemos voltar ao passado e termos que viver submisso a políticos, estudamos, dedicamos e merecemos alcançar nossos objetivos dentro do serviço público. #nãoareformaadministraiva #simaESTABILIDADE 	[['nãoareformaadministraiva', 'simaESTABILIDADE']]	PEC 32/2020	Negativo
555	Toda vida merece uma chance. #abortonunca 	[['abortonunca']]	PL 2893/2019	Positivo
556	"Todos os servidores precisam de estabilidade, o que precisa melhorar talvez seja uma melhor avaliação de desempenho, mas para isso não precisa tirar a estabilidade dos servidores pois com essa reforma ficaria muito ""a mercê"" de politicagem. 
#estabilidadeim #paratodos"	[['estabilidadeim', 'paratodos']]	PEC 32/2020	Negativo
557	Não é questão de religiosidade! É um ser humano. Uma vida! Digna desde a sua concepção. #VidaSim	[['VidaSim']]	PL 2893/2019	Positivo
558	Toda vida importa. E com a fecundação, já estamos diante de um ser humano, só que em desenvolvimento! Mas já é uma vida humana. E nossa Constituição Federal garante o direito à vida de todo ser humano. Além do mais, o Direito Penal não nega o aborto como crime, somente não o penaliza nos casos de estupro e risco de morte da mãe, mas ele continua sendo crime! Portanto, o PL é extremamente importante na luta em defesa da vida, em todas as suas etapas. Pelo Direito de nascer, #revoga128 #simavida	[['revoga128', 'simavida']]	PL 2893/2019	Positivo
559	Verdadeiro retrocesso para a sociedade, privilegiando a corrupção (que já é proeminente, mesmo no atual regime) em detrimento da isenção do funcionalismo público. Não há, na Proposta, qualquer ponto que alcance a almejada eficiência. O que se tem, em verdade, é tão somente o enfraquecimento das instituições públicas de Estado por meio de uma manobra aparentemente legal. A democracia morre aos poucos com tais atitudes. #NãoÀReformaAdministrativa	[['NãoÀReformaAdministrativa']]	PEC 32/2020	Negativo
561	"Não dá para acabar com um problema causando outro!
#todostemdireitoàvida
Cadê o ""lutar pelos direitos de todos""!?!?!?"	[['todostemdireitoàvida']]	PL 2893/2019	Positivo
563	Comunismo matou de INANIÇÃO | FOME milhões de pessoas. Comunismo é contra democracia. Não há democracia em desapropriação de bens, empresas, comida, e tudo que as pessoas precisam pra sobreviver. #ComunismoMata 	[['ComunismoMata']]	PL 4425/2020	Positivo
564	Isso é um absurdo! Vocês querem tirar um direito que a mulher/ pessoas que geram vidas devem ter! Isso deve ficar em decisão delus! Apoio a descriminalização do aborto em todas as situações! #ForaBolsonaro #AbortoLivre	[['ForaBolsonaro', 'AbortoLivre']]	PL 2893/2019	Negativo
565	"Todos os pontos são negativos, pois não estamos numa ditadura, se bem que é a ditadura que a família Bolsonaro quer implantar novamente no Brasi.
#ForaBolsonaroeFamíliaMiliciana."	[['ForaBolsonaroeFamíliaMiliciana']]	PL 4425/2020	Negativo
566	A equiparação do comunismo é questão de Segurança Nacional! Inclua à Proposta o nesfato socialismo também.  Fica a dica para fechar as brechas a #lesaPátria.	[['lesaPátria']]	PL 4425/2020	Positivo
568	Falta de estabilidade acaba com toda a conquista do servidor público, escolha subjetiva aumenta ainda mais a corrupção no serviço publico . #estabilidadesim	[['estabilidadesim']]	PEC 32/2020	Negativo
569	"Ótimo projeto , #foracomunismo
#foranazismo  ideologia  de terrorista."	[['foracomunismo', 'foranazismo']]	PL 4425/2020	Positivo
570	"
#estabilidadesim

Se merecer férias ou licença prêmio sim.

Se puder disponibilidade de horários acumular cargos sim, e por que não??? já que o salário vai baixar o brasileiro tem que se virar não é?

E se for para equiparar a iniciativa privada Incluam o FGTS para dar segurança ao servidor pelas normas da CLT 

Quem garante que o servidor não vai sofrer perseguição política ou partidária?"	[['estabilidadesim']]	PEC 32/2020	Negativo
571	"O Comunismo se transforma com o decorrer da história e hoje temos a ditadura chinesa para nos dar um exemplo prático. Não é uma ideologia e sim uma Cultura.
Cultura Genocida,  que limita nossas liberdades individuais e fortalece o Estado, tem participação em todas as empresas, cria politicas de controle populacional, te vigia o tempo todo e controla sua liberdade de ir e vir, cria centros de reeducação, destrói o cristianismo e desarma a população.
#ComunismoÉCrime"	[['ComunismoÉCrime']]	PL 4425/2020	Positivo
573	"A falta de estabilidade abre portas enormes para ""politicagem"", põe poder na mão de pessoas que ao invés de priorizarem a administração pública, priorizam seus próprios interesses, fazendo com que os servidores se tornem escravos e não agentes do serviço público. #EstabilidadeSim
A estabilidade é um direito constitucional e deve ser mantido! É garantia de não abuso de poder! É arma contra politicagem!"	[['EstabilidadeSim']]	PEC 32/2020	Positivo
575	Deve-se banir socialismo/comunismo, pois comprovadamente são um câncer a ser extirpado mundialmente, atacam a economia e os bons costumes incluindo a religião !! quanto ao nazismo não é preciso nem dizer !! Basta !! #PL4425/20  JÁ !	[['PL4425']]	PL 4425/2020	Positivo
